Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line,Year,Week
"September 25, 2016 1:00 PM",Raiders,-2.0,at Titans,47.0,-125,+105,2016,3
"September 25, 2016 1:00 PM",Cardinals,-4.5,at Bills,48.0,-215,+185,2016,3
"September 25, 2016 1:00 PM",at Panthers,-6.0,Vikings,43.0,+220,-270,2016,3
"September 25, 2016 1:00 PM",at Bengals,-3.5,Broncos,41.5,+155,-185,2016,3
"September 25, 2016 1:00 PM",at Packers,-6.0,Lions,47.5,+213,-275,2016,3
"September 25, 2016 1:00 PM",Ravens,-2.5,at Jaguars,45.0,-135,+115,2016,3
"September 25, 2016 4:05 PM",at Seahawks,-10.0,49ers,42.0,+375,-450,2016,3
"September 25, 2016 4:05 PM",at Buccaneers,-3.5,Rams,40.5,+159,-179,2016,3
"September 25, 2016 4:25 PM",Steelers,-4.0,at Eagles,46.5,-200,+170,2016,3
"September 25, 2016 4:25 PM",at Chiefs,-3.0,Jets,44.0,+135,-165,2016,3
"September 25, 2016 4:25 PM",at Colts,-1.5,Chargers,51.0,+105,-125,2016,3
"September 25, 2016 8:30 PM",at Cowboys,-6.5,Bears,45.0,+215,-265,2016,3
"September 26, 2016 8:30 PM",at Saints,-3.0,Falcons,54.0,+131,-151,2016,3
"September 29, 2016 8:25 PM",at Bengals,-7.5,Dolphins,46.0,+300,-380,2016,4
"October 2, 2016 9:30 AM",Colts,-1.5,at Jaguars,48.0,-125,+100,2016,4
"October 2, 2016 1:00 PM",at Patriots,-3.5,Bills,41.0,+165,-200,2016,4
"October 2, 2016 1:00 PM",Seahawks,-1.0,at Jets,40.0,-115,-105,2016,4
"October 2, 2016 1:00 PM",at Texans,-4.0,Titans,40.0,+170,-200,2016,4
"October 2, 2016 1:00 PM",Panthers,-3.0,at Falcons,48.5,-162,+135,2016,4
"October 2, 2016 1:00 PM",at Ravens,-3.5,Raiders,45.0,+160,-175,2016,4
"October 2, 2016 1:00 PM",Lions,-3.5,at Bears,48.0,-180,+157,2016,4
"October 2, 2016 1:00 PM",at Redskins,-7.5,Browns,47.5,+275,-350,2016,4
"October 2, 2016 4:05 PM",Broncos,-3.5,at Buccaneers,43.0,-180,+150,2016,4
"October 2, 2016 4:25 PM",at Cardinals,-9.5,Rams,43.5,+370,-440,2016,4
"October 2, 2016 4:25 PM",Cowboys,-1.5,at 49ers,44.5,-125,+105,2016,4
"October 2, 2016 4:25 PM",at Chargers,-3.5,Saints,54.0,+166,-185,2016,4
"October 2, 2016 8:30 PM",at Steelers,-3.5,Chiefs,48.5,+150,-180,2016,4
"October 3, 2016 8:30 PM",at Vikings,-3.5,Giants,42.5,+155,-175,2016,4
"October 6, 2016 8:25 PM",Cardinals,-3.5,at 49ers,42.5,-189,+170,2016,5
"October 9, 2016 1:00 PM",at Dolphins,-2.5,Titans,44.0,+120,-140,2016,5
"October 9, 2016 1:00 PM",at Vikings,-6.0,Texans,38.5,+220,-270,2016,5
"October 9, 2016 1:00 PM",at Steelers,-9.0,Jets,50.0,+300,-400,2016,5
"October 9, 2016 1:00 PM",at Ravens,-3.5,Redskins,44.0,+165,-200,2016,5
"October 9, 2016 1:00 PM",Patriots,-10.0,at Browns,48.0,-600,+400,2016,5
"October 9, 2016 1:00 PM",Eagles,-3.5,at Lions,46.0,-196,+160,2016,5
"October 9, 2016 1:00 PM",at Colts,-3.5,Bears,47.5,+160,-200,2016,5
"October 9, 2016 4:05 PM",at Broncos,-4.0,Falcons,44.5,+165,-200,2016,5
"October 9, 2016 4:25 PM",at Raiders,-3.5,Chargers,50.5,+163,-200,2016,5
"October 9, 2016 4:25 PM",Bills,-2.5,at Rams,41.5,-137,+115,2016,5
"October 9, 2016 4:25 PM",Bengals,-2.5,at Cowboys,45.5,-140,+120,2016,5
"October 9, 2016 8:30 PM",at Packers,-7.0,Giants,48.5,+255,-310,2016,5
"October 10, 2016 8:30 PM",at Panthers,-5.5,Buccaneers,46.5,+200,-250,2016,5
"October 13, 2016 8:25 PM",Broncos,-3.0,at Chargers,44.5,-160,+140,2016,6
"October 16, 2016 1:00 PM",Steelers,-7.5,at Dolphins,49.5,-351,+275,2016,6
"October 16, 2016 1:00 PM",at Patriots,-7.5,Bengals,48.0,+280,-350,2016,6
"October 16, 2016 1:00 PM",Panthers,-2.5,at Saints,53.5,-145,+125,2016,6
"October 16, 2016 1:00 PM",at Giants,-3.5,Ravens,42.5,+165,-200,2016,6
"October 16, 2016 1:00 PM",at Bills,-7.5,49ers,44.5,+280,-345,2016,6
"October 16, 2016 1:00 PM",at Bears,-2.5,Jaguars,46.5,+115,-135,2016,6
"October 16, 2016 1:00 PM",at Lions,-2.5,Rams,44.5,+125,-145,2016,6
"October 16, 2016 1:00 PM",at Titans,-7.5,Browns,44.5,+260,-320,2016,6
"October 16, 2016 1:00 PM",Eagles,-3.0,at Redskins,45.0,-155,+135,2016,6
"October 16, 2016 4:05 PM",Chiefs,-2.0,at Raiders,46.5,-130,+105,2016,6
"October 16, 2016 4:25 PM",at Seahawks,-6.5,Falcons,45.5,+250,-300,2016,6
"October 16, 2016 4:25 PM",at Packers,-5.5,Cowboys,47.5,+190,-240,2016,6
"October 16, 2016 8:30 PM",at Texans,-3.0,Colts,48.0,+145,-165,2016,6
"October 17, 2016 8:30 PM",at Cardinals,-7.0,Jets,45.5,+280,-335,2016,6
"October 20, 2016 8:25 PM",at Packers,-7.5,Bears,46.5,+280,-350,2016,7
"October 23, 2016 9:30 AM",Giants,-3.0,at Rams,44.5,-145,+125,2016,7
"October 23, 2016 1:00 PM",Bills,-2.5,at Dolphins,46.0,-140,+120,2016,7
"October 23, 2016 1:00 PM",at Jets,-2.5,Ravens,40.0,+120,-141,2016,7
"October 23, 2016 1:00 PM",Vikings,-3.0,at Eagles,39.0,-157,+130,2016,7
"October 23, 2016 1:00 PM",at Bengals,-11.0,Browns,46.5,+400,-600,2016,7
"October 23, 2016 1:00 PM",at Jaguars,-2.0,Raiders,48.0,+110,-130,2016,7
"October 23, 2016 1:00 PM",at Chiefs,-6.5,Saints,51.5,+220,-270,2016,7
"October 23, 2016 1:00 PM",Redskins,-1.0,at Lions,50.0,-105,-105,2016,7
"October 23, 2016 1:00 PM",at Titans,-4.0,Colts,48.5,+170,-200,2016,7
"October 23, 2016 4:05 PM",at 49ers,-1.0,Buccaneers,45.0,-105,-115,2016,7
"October 23, 2016 4:05 PM",at Falcons,-4.5,Chargers,53.0,+180,-222,2016,7
"October 23, 2016 4:25 PM",Patriots,-7.0,at Steelers,49.5,-333,+265,2016,7
"October 23, 2016 8:30 PM",at Cardinals,-1.5,Seahawks,43.0,+105,-125,2016,7
"October 24, 2016 8:30 PM",at Broncos,-8.5,Texans,40.0,+320,-400,2016,7
"October 27, 2016 8:25 PM",at Titans,-3.0,Jaguars,43.5,+130,-150,2016,8
"October 30, 2016 9:30 AM",at Bengals,-3.0,Redskins,49.0,+140,-160,2016,8
"October 30, 2016 1:00 PM",Jets,-2.5,at Browns,45.5,-140,+120,2016,8
"October 30, 2016 1:00 PM",Patriots,-5.5,at Bills,48.0,-238,+210,2016,8
"October 30, 2016 1:00 PM",at Panthers,-2.5,Cardinals,45.5,+115,-135,2016,8
"October 30, 2016 1:00 PM",at Texans,-2.0,Lions,46.5,+105,-125,2016,8
"October 30, 2016 1:00 PM",Chiefs,-3.0,at Colts,50.5,-143,+130,2016,8
"October 30, 2016 1:00 PM",Seahawks,-1.0,at Saints,50.0,-115,-105,2016,8
"October 30, 2016 1:00 PM",at Buccaneers,-0.0,Raiders,48.5,-110,-110,2016,8
"October 30, 2016 4:05 PM",at Broncos,-4.0,Chargers,43.0,+170,-200,2016,8
"October 30, 2016 4:25 PM",at Falcons,-3.0,Packers,51.0,+140,-160,2016,8
"October 30, 2016 8:30 PM",at Cowboys,-5.0,Eagles,44.0,+190,-230,2016,8
"October 31, 2016 8:30 PM",Vikings,-5.0,at Bears,39.5,-240,+190,2016,8
"November 3, 2016 8:25 PM",Falcons,-3.5,at Buccaneers,50.5,-180,+160,2016,9
"November 6, 2016 1:00 PM",Steelers,-3.0,at Ravens,46.5,-170,+150,2016,9
"November 6, 2016 1:00 PM",Cowboys,-7.0,at Browns,49.0,-330,+260,2016,9
"November 6, 2016 1:00 PM",at Chiefs,-7.0,Jaguars,43.0,+270,-330,2016,9
"November 6, 2016 1:00 PM",at Dolphins,-4.0,Jets,45.5,+170,-200,2016,9
"November 6, 2016 1:00 PM",at Vikings,-6.0,Lions,42.5,+218,-250,2016,9
"November 6, 2016 1:00 PM",at Giants,-3.0,Eagles,43.0,+135,-155,2016,9
"November 6, 2016 4:05 PM",Panthers,-3.0,at Rams,44.5,-156,+140,2016,9
"November 6, 2016 4:05 PM",Saints,-5.0,at 49ers,53.0,-230,+195,2016,9
"November 6, 2016 4:25 PM",at Chargers,-3.5,Titans,47.5,+170,-185,2016,9
"November 6, 2016 4:25 PM",at Packers,-7.5,Colts,52.0,+270,-345,2016,9
"November 6, 2016 8:30 PM",at Raiders,-1.0,Broncos,44.5,-105,-115,2016,9
"November 7, 2016 8:30 PM",at Seahawks,-6.0,Bills,43.5,+210,-260,2016,9
"November 10, 2016 8:25 PM",at Ravens,-7.5,Browns,44.0,+290,-350,2016,10
"November 13, 2016 1:00 PM",at Panthers,-3.0,Chiefs,44.0,+145,-155,2016,10
"November 13, 2016 1:00 PM",at Jaguars,-2.5,Texans,42.5,+130,-150,2016,10
"November 13, 2016 1:00 PM",at Saints,-3.0,Broncos,49.5,+135,-155,2016,10
"November 13, 2016 1:00 PM",Rams,-1.0,at Jets,39.0,-120,+100,2016,10
"November 13, 2016 1:00 PM",at Eagles,-1.0,Falcons,49.0,+106,-125,2016,10
"November 13, 2016 1:00 PM",Bears,-2.5,at Buccaneers,45.0,-140,+120,2016,10
"November 13, 2016 1:00 PM",Packers,-3.0,at Titans,48.5,-149,+135,2016,10
"November 13, 2016 1:00 PM",at Redskins,-2.5,Vikings,42.0,+125,-145,2016,10
"November 13, 2016 4:05 PM",at Chargers,-4.5,Dolphins,49.0,+180,-210,2016,10
"November 13, 2016 4:25 PM",at Steelers,-3.0,Cowboys,50.5,+140,-160,2016,10
"November 13, 2016 4:25 PM",at Cardinals,-13.5,49ers,46.5,+625,-900,2016,10
"November 13, 2016 8:30 PM",at Patriots,-7.5,Seahawks,49.5,+275,-350,2016,10
"November 14, 2016 8:30 PM",Bengals,-1.0,at Giants,49.0,-118,-105,2016,10
"November 17, 2016 8:25 PM",at Panthers,-3.5,Saints,52.5,+167,-188,2016,11
"November 20, 2016 1:00 PM",at Bengals,-2.5,Bills,48.0,+120,-140,2016,11
"November 20, 2016 1:00 PM",Steelers,-8.5,at Browns,44.5,-400,+300,2016,11
"November 20, 2016 1:00 PM",at Cowboys,-7.0,Ravens,44.5,+270,-300,2016,11
"November 20, 2016 1:00 PM",at Lions,-5.5,Jaguars,47.0,+200,-240,2016,11
"November 20, 2016 1:00 PM",at Colts,-3.0,Titans,53.5,+120,-145,2016,11
"November 20, 2016 1:00 PM",at Chiefs,-7.0,Buccaneers,45.0,+250,-300,2016,11
"November 20, 2016 1:00 PM",at Vikings,-2.0,Cardinals,40.0,+110,-130,2016,11
"November 20, 2016 1:00 PM",at Giants,-7.0,Bears,41.5,+240,-295,2016,11
"November 20, 2016 4:05 PM",Dolphins,-1.0,at Rams,38.5,-115,-105,2016,11
"November 20, 2016 4:25 PM",at Seahawks,-6.5,Eagles,43.0,+235,-275,2016,11
"November 20, 2016 4:25 PM",Patriots,-11.5,at 49ers,51.5,-588,+400,2016,11
"November 20, 2016 8:30 PM",at Redskins,-3.0,Packers,48.0,+130,-150,2016,11
"November 21, 2016 8:30 PM",at Raiders,-6.5,Texans,45.5,+250,-300,2016,11
"November 24, 2016 12:30 PM",at Lions,-2.5,Vikings,42.5,+113,-125,2016,12
"November 24, 2016 4:30 PM",at Cowboys,-5.5,Redskins,52.5,+210,-250,2016,12
"November 24, 2016 8:30 PM",Steelers,-8.5,at Colts,50.0,-450,+330,2016,12
"November 27, 2016 1:00 PM",at Dolphins,-7.0,49ers,44.5,+290,-350,2016,12
"November 27, 2016 1:00 PM",at Saints,-8.0,Rams,44.5,+300,-400,2016,12
"November 27, 2016 1:00 PM",Chargers,-2.5,at Texans,46.0,-140,+120,2016,12
"November 27, 2016 1:00 PM",at Falcons,-4.0,Cardinals,49.0,+160,-200,2016,12
"November 27, 2016 1:00 PM",at Ravens,-3.5,Bengals,41.5,+160,-180,2016,12
"November 27, 2016 1:00 PM",at Bills,-8.5,Jaguars,44.0,+330,-400,2016,12
"November 27, 2016 1:00 PM",Titans,-6.5,at Bears,42.0,-270,+230,2016,12
"November 27, 2016 1:00 PM",Giants,-6.5,at Browns,46.0,-286,+230,2016,12
"November 27, 2016 4:05 PM",Seahawks,-5.0,at Buccaneers,46.0,-230,+190,2016,12
"November 27, 2016 4:25 PM",Patriots,-9.0,at Jets,48.0,-450,+350,2016,12
"November 27, 2016 4:25 PM",at Raiders,-3.5,Panthers,48.0,+157,-180,2016,12
"November 27, 2016 8:30 PM",at Broncos,-3.5,Chiefs,40.0,+165,-190,2016,12
"November 28, 2016 8:30 PM",at Eagles,-4.0,Packers,47.0,+170,-200,2016,12
"December 1, 2016 8:25 PM",Cowboys,-3.0,at Vikings,43.5,-155,+135,2016,13
"December 4, 2016 1:00 PM",at Patriots,-13.0,Rams,44.5,+600,-900,2016,13
"December 4, 2016 1:00 PM",at Saints,-6.5,Lions,53.5,+220,-270,2016,13
"December 4, 2016 1:00 PM",at Falcons,-5.0,Chiefs,50.0,+187,-217,2016,13
"December 4, 2016 1:00 PM",at Ravens,-3.5,Dolphins,41.5,+160,-180,2016,13
"December 4, 2016 1:00 PM",49ers,-1.0,at Bears,44.0,-120,+100,2016,13
"December 4, 2016 1:00 PM",at Bengals,-1.5,Eagles,42.0,+105,-125,2016,13
"December 4, 2016 1:00 PM",at Packers,-6.5,Texans,44.5,+241,-307,2016,13
"December 4, 2016 1:00 PM",Broncos,-3.5,at Jaguars,38.5,-185,+165,2016,13
"December 4, 2016 4:05 PM",at Raiders,-3.0,Bills,48.5,+145,-165,2016,13
"December 4, 2016 4:25 PM",at Steelers,-6.5,Giants,50.0,+230,-300,2016,13
"December 4, 2016 4:25 PM",at Cardinals,-2.5,Redskins,48.5,+115,-135,2016,13
"December 4, 2016 4:25 PM",at Chargers,-3.5,Buccaneers,49.0,+155,-175,2016,13
"December 4, 2016 8:30 PM",at Seahawks,-8.0,Panthers,43.5,+300,-380,2016,13
"December 5, 2016 8:30 PM",at Jets,-1.5,Colts,48.5,+100,-125,2016,13
"December 8, 2016 8:25 PM",at Chiefs,-3.5,Raiders,46.0,+163,-200,2016,14
"December 11, 2016 1:00 PM",at Colts,-6.5,Texans,47.5,+220,-280,2016,14
"December 11, 2016 1:00 PM",Vikings,-3.0,at Jaguars,38.0,-188,+150,2016,14
"December 11, 2016 1:00 PM",Steelers,-2.0,at Bills,46.0,-125,+105,2016,14
"December 11, 2016 1:00 PM",at Panthers,-1.0,Chargers,48.5,+100,-120,2016,14
"December 11, 2016 1:00 PM",Bengals,-4.5,at Browns,41.5,-205,+175,2016,14
"December 11, 2016 1:00 PM",at Lions,-7.5,Bears,42.0,+280,-350,2016,14
"December 11, 2016 1:00 PM",Cardinals,-2.0,at Dolphins,44.0,-128,+108,2016,14
"December 11, 2016 1:00 PM",Redskins,-2.5,at Eagles,48.5,-133,+110,2016,14
"December 11, 2016 1:00 PM",at Titans,-2.0,Broncos,44.0,+110,-130,2016,14
"December 11, 2016 4:05 PM",at 49ers,-2.5,Jets,43.0,+135,-145,2016,14
"December 11, 2016 4:25 PM",at Buccaneers,-2.5,Saints,51.5,+115,-135,2016,14
"December 11, 2016 4:25 PM",Seahawks,-3.0,at Packers,46.0,-155,+135,2016,14
"December 11, 2016 4:25 PM",Falcons,-5.0,at Rams,44.0,-220,+190,2016,14
"December 11, 2016 8:30 PM",Cowboys,-3.5,at Giants,47.0,-185,+165,2016,14
"December 12, 2016 8:30 PM",at Patriots,-6.5,Ravens,45.0,+235,-275,2016,14
"December 15, 2016 8:25 PM",at Seahawks,-15.5,Rams,39.5,+900,-1600,2016,15
"December 17, 2016 8:25 PM",Dolphins,-2.5,at Jets,39.5,-150,+125,2016,15
"December 18, 2016 1:00 PM",at Vikings,-5.5,Colts,45.0,+195,-240,2016,15
"December 18, 2016 1:00 PM",at Giants,-4.0,Lions,41.5,+180,-200,2016,15
"December 18, 2016 1:00 PM",at Ravens,-5.0,Eagles,41.0,+195,-240,2016,15
"December 18, 2016 1:00 PM",at Bills,-10.5,Browns,43.0,+350,-500,2016,15
"December 18, 2016 1:00 PM",Packers,-4.5,at Bears,40.0,-230,+190,2016,15
"December 18, 2016 1:00 PM",Steelers,-3.0,at Bengals,45.5,-175,+140,2016,15
"December 18, 2016 1:00 PM",at Texans,-3.5,Jaguars,39.5,+155,-189,2016,15
"December 18, 2016 1:00 PM",at Chiefs,-6.0,Titans,42.5,+220,-260,2016,15
"December 18, 2016 4:05 PM",at Cardinals,-3.0,Saints,48.0,+135,-160,2016,15
"December 18, 2016 4:05 PM",at Falcons,-14.0,49ers,51.5,+700,-1100,2016,15
"December 18, 2016 4:25 PM",Raiders,-2.5,at Chargers,50.0,-143,+115,2016,15
"December 18, 2016 4:25 PM",Patriots,-3.0,at Broncos,43.0,-165,+135,2016,15
"December 18, 2016 8:30 PM",at Cowboys,-6.5,Buccaneers,47.5,+240,-300,2016,15
"December 19, 2016 8:30 PM",at Redskins,-7.0,Panthers,50.5,+255,-320,2016,15
"December 22, 2016 8:25 PM",at Eagles,-1.0,Giants,42.5,-110,-110,2016,16
"December 24, 2016 1:00 PM",at Patriots,-17.0,Jets,45.0,+1000,-2000,2016,16
"December 24, 2016 1:00 PM",at Bills,-4.5,Dolphins,44.0,+190,-220,2016,16
"December 24, 2016 1:00 PM",Falcons,-3.0,at Panthers,48.5,-165,+135,2016,16
"December 24, 2016 1:00 PM",Redskins,-3.0,at Bears,49.0,-163,+130,2016,16
"December 24, 2016 1:00 PM",Chargers,-4.5,at Browns,46.0,-210,+180,2016,16
"December 24, 2016 1:00 PM",at Packers,-6.5,Vikings,44.5,+230,-295,2016,16
"December 24, 2016 1:00 PM",Titans,-4.5,at Jaguars,44.0,-220,+180,2016,16
"December 24, 2016 4:05 PM",at Raiders,-3.5,Colts,51.5,+165,-185,2016,16
"December 24, 2016 4:25 PM",at Rams,-5.0,49ers,39.5,+200,-240,2016,16
"December 24, 2016 4:25 PM",at Saints,-3.0,Buccaneers,53.0,+155,-175,2016,16
"December 24, 2016 4:25 PM",at Seahawks,-8.0,Cardinals,43.5,+300,-400,2016,16
"December 24, 2016 8:25 PM",at Texans,-3.0,Bengals,41.5,+135,-155,2016,16
"December 25, 2016 4:30 PM",at Steelers,-6.0,Ravens,46.5,+225,-300,2016,16
"December 25, 2016 8:30 PM",at Chiefs,-3.5,Broncos,37.5,+160,-185,2016,16
"December 26, 2016 8:30 PM",at Cowboys,-6.5,Lions,46.5,+225,-265,2016,16
"January 1, 2017 1:00 PM",Ravens,-1.5,at Bengals,40.5,-125,+105,2016,17
"January 1, 2017 1:00 PM",at Colts,-5.5,Jaguars,48.5,+210,-260,2016,17
"January 1, 2017 1:00 PM",Patriots,-8.0,at Dolphins,47.0,-400,+300,2016,17
"January 1, 2017 1:00 PM",at Vikings,-6.5,Bears,43.5,+210,-260,2016,17
"January 1, 2017 1:00 PM",Bills,-4.5,at Jets,43.0,-222,+180,2016,17
"January 1, 2017 1:00 PM",at Eagles,-6.5,Cowboys,44.0,+230,-270,2016,17
"January 1, 2017 1:00 PM",at Steelers,-3.0,Browns,41.5,+135,-155,2016,17
"January 1, 2017 1:00 PM",at Buccaneers,-3.0,Panthers,44.5,+135,-155,2016,17
"January 1, 2017 1:00 PM",at Titans,-3.0,Texans,41.0,+140,-160,2016,17
"January 1, 2017 4:25 PM",at Redskins,-7.5,Giants,47.5,+314,-360,2016,17
"January 1, 2017 4:25 PM",at Falcons,-7.5,Saints,58.5,+275,-350,2016,17
"January 1, 2017 4:25 PM",Seahawks,-11.5,at 49ers,43.5,-600,+450,2016,17
"January 1, 2017 4:25 PM",Chiefs,-5.5,at Chargers,44.5,-233,+205,2016,17
"January 1, 2017 4:25 PM",Cardinals,-7.0,at Rams,39.0,-320,+260,2016,17
"January 1, 2017 4:25 PM",at Broncos,-1.0,Raiders,40.0,-105,-115,2016,17
"January 1, 2017 8:30 PM",Packers,-3.5,at Lions,50.5,-200,+170,2016,17
"September 7, 2017 8:30 PM",at Patriots,-9.0,Chiefs,48.0,+400,-450,2017,1
"September 10, 2017 1:00 PM",Buccaneers,-2.5,at Dolphins,41.5,-140,+120,2017,1
"September 10, 2017 1:00 PM",at Titans,-2.5,Raiders,50.5,+127,-137,2017,1
"September 10, 2017 1:00 PM",Eagles,-1.5,at Redskins,49.5,-120,+110,2017,1
"September 10, 2017 1:00 PM",at Bills,-7.5,Jets,42.5,+325,-360,2017,1
"September 10, 2017 1:00 PM",Falcons,-6.5,at Bears,48.0,-286,+258,2017,1
"September 10, 2017 1:00 PM",at Bengals,-2.5,Ravens,41.5,+125,-135,2017,1
"September 10, 2017 1:00 PM",Steelers,-10.0,at Browns,47.0,-485,+425,2017,1
"September 10, 2017 1:00 PM",Cardinals,-2.0,at Lions,48.5,-123,+113,2017,1
"September 10, 2017 1:00 PM",at Texans,-6.0,Jaguars,37.5,+210,-230,2017,1
"September 10, 2017 4:05 PM",at Rams,-3.0,Colts,41.5,+167,-178,2017,1
"September 10, 2017 4:25 PM",at Packers,-2.5,Seahawks,49.5,+120,-130,2017,1
"September 10, 2017 4:25 PM",Panthers,-4.5,at 49ers,45.0,-200,+185,2017,1
"September 10, 2017 8:30 PM",at Cowboys,-5.5,Giants,46.0,+215,-235,2017,1
"September 11, 2017 7:10 PM",at Vikings,-3.0,Saints,47.5,+155,-165,2017,1
"September 11, 2017 10:20 PM",at Broncos,-3.0,Chargers,42.0,+133,-143,2017,1
"September 14, 2017 8:25 PM",at Bengals,-5.5,Texans,38.5,+200,-220,2017,2
"September 17, 2017 1:00 PM",at Ravens,-7.5,Browns,39.5,+295,-325,2017,2
"September 17, 2017 1:00 PM",at Panthers,-6.5,Bills,43.5,+248,-270,2017,2
"September 17, 2017 1:00 PM",Cardinals,-6.5,at Colts,43.5,-280,+255,2017,2
"September 17, 2017 1:00 PM",Titans,-1.5,at Jaguars,41.5,-118,+108,2017,2
"September 17, 2017 1:00 PM",at Chiefs,-4.0,Eagles,46.5,+175,-190,2017,2
"September 17, 2017 1:00 PM",Patriots,-5.5,at Saints,55.0,-230,+210,2017,2
"September 17, 2017 1:00 PM",at Steelers,-8.5,Vikings,43.0,+320,-355,2017,2
"September 17, 2017 1:00 PM",at Buccaneers,-7.0,Bears,44.0,+275,-305,2017,2
"September 17, 2017 4:05 PM",at Raiders,-14.0,Jets,43.5,+700,-900,2017,2
"September 17, 2017 4:05 PM",at Chargers,-3.5,Dolphins,46.5,+167,-178,2017,2
"September 17, 2017 4:25 PM",at Rams,-3.0,Redskins,46.5,+140,-150,2017,2
"September 17, 2017 4:25 PM",Cowboys,-2.5,at Broncos,44.0,-128,+118,2017,2
"September 17, 2017 4:25 PM",at Seahawks,-13.5,49ers,41.5,+725,-925,2017,2
"September 17, 2017 8:30 PM",at Falcons,-3.0,Packers,54.5,+158,-168,2017,2
"September 18, 2017 8:30 PM",at Giants,-3.0,Lions,42.5,+150,-160,2017,2
"September 21, 2017 8:25 PM",Rams,-3.0,at 49ers,40.5,-148,+138,2017,3
"September 24, 2017 9:30 AM",Ravens,-3.0,at Jaguars,38.0,-160,+150,2017,3
"September 24, 2017 1:00 PM",Browns,-1.0,at Colts,42.0,-105,-105,2017,3
"September 24, 2017 1:00 PM",Broncos,-3.5,at Bills,40.0,-170,+160,2017,3
"September 24, 2017 1:00 PM",at Panthers,-5.0,Saints,46.5,+205,-225,2017,3
"September 24, 2017 1:00 PM",Steelers,-7.0,at Bears,43.5,-300,+270,2017,3
"September 24, 2017 1:00 PM",Falcons,-3.0,at Lions,50.5,-157,+147,2017,3
"September 24, 2017 1:00 PM",Buccaneers,-1.0,at Vikings,41.0,-105,-105,2017,3
"September 24, 2017 1:00 PM",at Patriots,-13.5,Texans,44.5,+700,-900,2017,3
"September 24, 2017 1:00 PM",Dolphins,-5.5,at Jets,43.0,-220,+200,2017,3
"September 24, 2017 1:00 PM",at Eagles,-5.0,Giants,42.0,+195,-215,2017,3
"September 24, 2017 4:05 PM",at Titans,-2.5,Seahawks,41.5,+118,-128,2017,3
"September 24, 2017 4:25 PM",at Packers,-7.0,Bengals,47.5,+300,-330,2017,3
"September 24, 2017 4:25 PM",Chiefs,-3.0,at Chargers,47.5,-145,+135,2017,3
"September 24, 2017 8:30 PM",Raiders,-3.0,at Redskins,53.5,-173,+163,2017,3
"September 25, 2017 8:30 PM",Cowboys,-3.0,at Cardinals,46.5,-146,+136,2017,3
"September 28, 2017 8:25 PM",at Packers,-7.0,Bears,44.0,+315,-345,2017,4
"October 1, 2017 9:30 AM",Saints,-4.0,at Dolphins,52.0,-190,+175,2017,4
"October 1, 2017 1:00 PM",at Vikings,-2.5,Lions,43.5,+135,-145,2017,4
"October 1, 2017 1:00 PM",at Patriots,-9.0,Panthers,48.0,+410,-460,2017,4
"October 1, 2017 1:00 PM",Jaguars,-4.0,at Jets,38.5,-190,+175,2017,4
"October 1, 2017 1:00 PM",Titans,-2.5,at Texans,43.5,-140,+130,2017,4
"October 1, 2017 1:00 PM",at Falcons,-8.0,Bills,48.0,+328,-365,2017,4
"October 1, 2017 1:00 PM",Steelers,-3.5,at Ravens,42.0,-185,+170,2017,4
"October 1, 2017 1:00 PM",Bengals,-3.5,at Browns,41.5,-170,+160,2017,4
"October 1, 2017 1:00 PM",at Cowboys,-5.5,Rams,50.5,+215,-235,2017,4
"October 1, 2017 4:05 PM",at Cardinals,-6.5,49ers,43.5,+235,-255,2017,4
"October 1, 2017 4:05 PM",at Chargers,-2.0,Eagles,48.0,+116,-126,2017,4
"October 1, 2017 4:05 PM",at Buccaneers,-2.5,Giants,45.5,+120,-130,2017,4
"October 1, 2017 4:25 PM",at Broncos,-3.5,Raiders,43.5,+170,-185,2017,4
"October 1, 2017 8:30 PM",at Seahawks,-12.0,Colts,41.5,+650,-825,2017,4
"October 2, 2017 8:30 PM",at Chiefs,-6.5,Redskins,48.0,+260,-290,2017,4
"October 5, 2017 8:25 PM",Patriots,-3.5,at Buccaneers,54.5,-185,+170,2017,5
"October 8, 2017 1:00 PM",at Eagles,-6.0,Cardinals,44.5,+230,-250,2017,5
"October 8, 2017 1:00 PM",at Steelers,-7.0,Jaguars,41.0,+280,-310,2017,5
"October 8, 2017 1:00 PM",at Bengals,-3.0,Bills,39.5,+140,-150,2017,5
"October 8, 2017 1:00 PM",Jets,-1.5,at Browns,41.5,-120,+110,2017,5
"October 8, 2017 1:00 PM",at Lions,-2.0,Panthers,41.5,+113,-123,2017,5
"October 8, 2017 1:00 PM",49ers,-1.0,at Colts,43.5,+105,-115,2017,5
"October 8, 2017 1:00 PM",Titans,-1.0,at Dolphins,41.5,+104,-114,2017,5
"October 8, 2017 1:00 PM",at Giants,-3.0,Chargers,45.5,+150,-160,2017,5
"October 8, 2017 4:05 PM",at Raiders,-3.0,Ravens,40.5,+140,-150,2017,5
"October 8, 2017 4:05 PM",at Rams,-2.0,Seahawks,46.5,+113,-123,2017,5
"October 8, 2017 4:25 PM",at Cowboys,-2.5,Packers,52.0,+123,-133,2017,5
"October 8, 2017 8:30 PM",Chiefs,-1.5,at Texans,45.5,-120,+110,2017,5
